path	proposed_owner	migration_rule
src/aptl/validation/scenario_verification_discovery.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/techvault_gate.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/validation/techvault_live_gate.py	split-verification	Keep generic conformance/verification interface; externalize TechVault/research qualification
src/aptl/workbench/__init__.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/agent.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/app.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/bootstrap.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/codex_agent.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/credentials.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/decision_schema.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/participant_source_binding.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/process.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/profiles.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
src/aptl/workbench/runtime.py	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
tests/__init__.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/_bundle_fixtures.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/archival_fixtures.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/conftest.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/fixtures/redaction_parity_corpus.json	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/fixtures/workbench_mcp_server.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/helpers.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_account_provider.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_adr_049_appliance_contract.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_auth.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_bff.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_kill.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_lab.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_scenarios.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_api_terminal.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_boundary_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_boundary_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_boundary_inventory.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_boundary_policy.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_build.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_egress_proxy.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_guest_assets.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_offline_payload.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_offline_start.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_release_manifest.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_exposure.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_kiosk.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_lifecycle.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_observation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_paths.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_persistence.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_prereqs.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_appliance_seat_vm.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_discovery_index.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_legacy_manifest.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_run_record.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_seal.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_security.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_status.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_archival_terminal_states.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_assets.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_attacks.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_boundary_compiler.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_bounded_participant_agency_scenario.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_bounded_participant_runtime.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_capture_registry.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_certs.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli_container.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli_kill.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli_lifecycle.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cli_web.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_collectors.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_base_substrate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_boundary_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_platform_boundary.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_port_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_service_health.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_compose_volume_cleanup.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_config_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_consistency.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_content_realization_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_content_realization_source_policy.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_continuity.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_contracts.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_correlation_builder.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_correlation_clock.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_correlation_identity.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_correlation_models.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_correlation_persistence.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_cortex_integration_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_credentials.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_credentials_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_curated_live_proof.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_curl_safe.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_deployment_backend.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_deployment_stateful_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_detection.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_deterministic_archive.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_docker_compose_port_bindings.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_endpoints.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_env.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_env_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_env_hydration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_env_pack_bundle.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_env_pack_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_adapters.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_archive.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_closure.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_inventory.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_projections.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_security.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_bundle_verify.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_coordinator.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_correlation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_records.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_evidence_security.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_execution_bridges.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_execution_executor.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_admission.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_apparatus.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_bindings.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_capture_mapping.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_contract.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_controller.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_errors.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_persistence.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_policy.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_resolver.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_spec_loading.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_experiment_trial_plan.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_exporter.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_flag_signing_keys.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_hashed_requirements.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_hatch_build_hook.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_health.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_host_keys.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_host_ports.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_hostenv.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_imagefree_admission_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_imagefree_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_in_process_agents.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_kali_capture_compose.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_kali_capture_writer.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_kill.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_lab.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_lab_fresh_start.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_lab_init_cli.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_lifecycle_guard.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_lifecycle_policy.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_line_endings.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_listener_observation_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_live_gate_operations.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_live_helpers.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_logging.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_manifest_observation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_materializer_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_mcp_config_example.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_mcp_protocol.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_misp_suricata_sync.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_mixed_realization_dispatch.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_mixed_realization_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_network_boundary_helper.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_no_silent_privilege_escalation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_node_materialization_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_obs003_kali_capture.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_out_of_tree_bundle_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_pack_backend_interaction.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_pack_backend_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_pack_content_resolution.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_paper_scenario_static_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_participant_mcp_smoke.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_participant_profile.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_participant_qualification.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_participant_workbench.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_participant_workbench_adapter.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_pathsafe.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_pr_title_guard.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_precommit_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_proc_net_listeners.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_promotion_workflow.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_apparatus.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_artifacts_host.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_builtin_fleet.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_config_runtime.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_coordinator.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_detection.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_identity.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_outcomes.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_record.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_registry.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_provenance_review_fixes.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_acl_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_artifact_availability.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_artifact_mechanisms.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_artifact_satisfaction.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_authored_artifact_authority.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_backend.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_base_substrate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_content_satisfaction.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_diagnostics.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_docker_materializer.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_dynamic_composition.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_evaluator.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_materializer.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_materializer_engine.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_namespace_cutover.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_node_desired_state.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_node_materialization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_observation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_orchestrator.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_package_managers.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_realization_service_ports.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_repro.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_runtime_environment.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_runtime_observation.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_service_index_schema.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_service_index_schema_lowering.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_raes_stateful_realization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_range_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_realization_declaration_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_realization_routing.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_redaction.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_redaction_fuzz.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_redaction_parity.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_runstore.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_runstore_content_store.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_bundle.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_bundle_realization_roots.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_bundle_wiring.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_catalog.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_detail.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_pack_ownership_contract.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_source_config.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenario_verification_seam.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scenarios.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_scorecard_workflow.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_seed_misp_script.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_seed_prime_failures.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_seed_script_env.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_service_index_materialization.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_services.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_session.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_shell.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_shuffle_realization_contract.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_smoke.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_snapshot.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_snapshot_status.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_soc_ca.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_sonar_assert_no_new_issues.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_ssh.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_ssh_key_bundle.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_supply_chain_pinning.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_sysreqs.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_curated_variants.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_dns_integration.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_live_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_pack_interaction_provider.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_static_gate.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_techvault_telemetry_spine.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_telemetry.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_version.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_version_consistency.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_wazuh_active_response.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_wazuh_identity.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_web_dockerfile_cmd.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tests/test_workflow_engine.py	tests-follow-owner	Retain meaningful boundary and parity tests with migrated owner
tools/.gitignore	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/check_pr_title.py	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/install-vale.sh	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/sonar/README.md	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/sonar/assert_no_new_issues.py	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/vale-lint-all.sh	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
tools/vale-lint-hook.sh	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
uv.lock	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
web/.dockerignore	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/Caddyfile	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/Dockerfile	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/Dockerfile.api	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/package-lock.json	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/package.json	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/app.css	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/app.html	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/api.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/bff.ts	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/ConfigSummaryList.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/ContainerCard.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/ContainerGrid.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/KillConfirmDialog.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/LabStartNotice.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/LabStatusBadge.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/LocalUseNoticeDialog.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/NavBar.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/PrivacyDetailsPanel.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/ScenarioCard.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/SettingsDialog.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/Terminal.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Badge.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
web/src/lib/components/kit/Button.svelte	optional-operator-ui	Preserve authenticated local UI; project acquired pack data
